"id","A1_sum","A4_sum","B19_sum","C1_sum","C3_sum","C42.2_sum","C45a_sum","C47a_sum","D1_sum","sample_name","sample_type","collection_latitude","collection_longitude","collection_depth","timepoint","Barcode","full_id","collection_date","coral_species","transplant_group","native_site","transplant_site","native_transplant","home_foreign","parent","transplant_final_site","transplant_initial_site","transplant_group_sampled","transplant_time","dominant_type","minor_type","maj_ITS2","min_ITS2","notes","treatment"
"B7CW23",0,0,0,0,0,0,0,0,1,"B7CW23","coral_field",12.06624,-68.86019,5,"T2","B7","50FRSY","23-Jun","Siderastrea siderea","Bay Transplant","Bay","Reef","Transplant","Foreign","50DBSS","Reef","Bay","Bay to Reef","Bay to Reef T2","D1",NA,"D1","N/A","","transplant"
"B8CW22",0,0,0,1,0,0,0,0,0,"B8CW22","coral_field",12.07093,-68.8585,1,"T1","B8","51HBSX","22-Nov","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","41DBSS","Bay","Bay","Bay to Bay","Bay to Bay T1","C1",NA,"C1","N/A","","native"
"B8CW23",0,0,0,1,0,0,0,0,0,"B8CW23","coral_field",12.07093,-68.8585,1,"T2","B8","51HBSY","23-Jun","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","41DBSS","Bay","Bay","Bay to Bay","Bay to Bay T2","C1",NA,"C1","N/A","","native"
"B9CW22",0,0,0.067999739,0,0,0,0,0,0.932000261,"B9CW22","coral_field",12.07093,-68.8585,1,"T1","B9","52HBSX","22-Nov","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","42DBSS","Bay","Bay","Bay to Bay","Bay to Bay T1","D1","B19","D1","B19","","native"
"B9CW23",0,0,0.10568337,0,0,0,0,0,0.89431663,"B9CW23","coral_field",12.07093,-68.8585,1,"T2","B9","52HBSY","23-Jun","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","42DBSS","Bay","Bay","Bay to Bay","Bay to Bay T2","D1","B19","D1","B19","","native"
"C10CW22",0,0,0,0,1,0,0,0,0,"C10CW22","coral_field",12.06624,-68.86019,5,"T1","C10","55FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","55DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","C3",NA,"C3","N/A","","transplant"
"C10CW23",0,1,0,0,0,0,0,0,0,"C10CW23","coral_field",12.06624,-68.86019,5,"T2","C10","55FRPY","23-Jun","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","55DBPP","Reef","Bay","Bay to Reef","Bay to Reef T2","A4",NA,"A4","N/A","","transplant"
"C11CW22",0,0.957562973,0,0,0.042437027,0,0,0,0,"C11CW22","coral_field",12.06624,-68.86019,5,"T1","C11","56FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","56DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","A4","C3","A4","C3","","transplant"
"C11CW23",0,0.974006294,0.025993706,0,0,0,0,0,0,"C11CW23","coral_field",12.06624,-68.86019,5,"T2","C11","56FRPY","23-Jun","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","56DBPP","Reef","Bay","Bay to Reef","Bay to Reef T2","A4","B19","A4","B19","","transplant"
"C12CW22",0,0,0,0,1,0,0,0,0,"C12CW22","coral_field",12.06624,-68.86019,5,"T1","C12","57FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","57DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","C3",NA,"C3","N/A","","transplant"
"C12CW23",0,1,0,0,0,0,0,0,0,"C12CW23","coral_field",12.06624,-68.86019,5,"T2","C12","57FRPY","23-Jun","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","57DBPP","Reef","Bay","Bay to Reef","Bay to Reef T2","A4",NA,"A4","N/A","","transplant"
"C1CW22",0,0,0,0,0,0,0,0,1,"C1CW22","coral_field",12.07093,-68.8585,1,"T1","C1","56HBSX","22-Nov","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","46DBSS","Bay","Bay","Bay to Bay","Bay to Bay T1","D1",NA,"D1","N/A","","native"
"C1CW23",0,0,0,0.008351405,0,0,0,0,0.991648595,"C1CW23","coral_field",12.07093,-68.8585,1,"T2","C1","56HBSY","23-Jun","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","46DBSS","Bay","Bay","Bay to Bay","Bay to Bay T2","D1","C1","D1","N/A","","native"
"C2CW22",0,0,0.059944927,0,0,0,0,0,0.940055073,"C2CW22","coral_field",12.07093,-68.8585,1,"T1","C2","57HBSX","22-Nov","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","47DBSS","Bay","Bay","Bay to Bay","Bay to Bay T1","D1","B19","D1","B19","","native"
"C2CW23",0,0,0,0,0,0,0,0,1,"C2CW23","coral_field",12.07093,-68.8585,1,"T2","C2","57HBSY","23-Jun","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","47DBSS","Bay","Bay","Bay to Bay","Bay to Bay T2","D1",NA,"D1","B19","","native"
"C3CW22",0,0,0,0,0,0,0,0,1,"C3CW22","coral_field",12.07093,-68.8585,1,"T1","C3","58HBSX","22-Nov","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","48DBSS","Bay","Bay","Bay to Bay","Bay to Bay T1","D1",NA,"D1","N/A","","native"
"C3CW23",0,0,0,0,0,0,0,0,1,"C3CW23","coral_field",12.07093,-68.8585,1,"T2","C3","58HBSY","23-Jun","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","48DBSS","Bay","Bay","Bay to Bay","Bay to Bay T2","D1",NA,"D1","N/A","","native"
"C4CW22",0,0,0,0.733883717,0,0,0,0,0.266116283,"C4CW22","coral_field",12.07093,-68.8585,1,"T1","C4","59HBSX","22-Nov","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","49DBSS","Bay","Bay","Bay to Bay","Bay to Bay T1","C1","D1","C1","D1","","native"
"C4CW23",0,0,0,1,0,0,0,0,0,"C4CW23","coral_field",12.07093,-68.8585,1,"T2","C4","59HBSY","23-Jun","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","49DBSS","Bay","Bay","Bay to Bay","Bay to Bay T2","C1",NA,"C1","D1","","native"
"C5CW22",0,0,0,1,0,0,0,0,0,"C5CW22","coral_field",12.07093,-68.8585,1,"T1","C5","60HBSX","22-Nov","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","50DBSS","Bay","Bay","Bay to Bay","Bay to Bay T1","C1",NA,"C1","N/A","","native"
"C5CW23",0,0,0,1,0,0,0,0,0,"C5CW23","coral_field",12.07093,-68.8585,1,"T2","C5","60HBSY","23-Jun","Siderastrea siderea","Bay Native","Bay","Bay","Native","Home","50DBSS","Bay","Bay","Bay to Bay","Bay to Bay T2","C1",NA,"C1","N/A","","native"
"C6CW22",0,0,0,0,1,0,0,0,0,"C6CW22","coral_field",12.06624,-68.86019,5,"T1","C6","51FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","51DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","C3",NA,"C3","N/A","","transplant"
"C6CW23",0,0.596673928,0,0.043834015,0.359492057,0,0,0,0,"C6CW23","coral_field",12.06624,-68.86019,5,"T2","C6","51FRPY","23-Jun","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","51DBPP","Reef","Bay","Bay to Reef","Bay to Reef T2",NA,"A4","A4","C3/C1","A4 60% majority, then C3/C1 minority","transplant"
"C7CW22",0.032958511,0,0,0,0.967041489,0,0,0,0,"C7CW22","coral_field",12.06624,-68.86019,5,"T1","C7","52FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","52DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","C3","A1","C3","A1","","transplant"
"C7CW23",0,0,0,0,1,0,0,0,0,"C7CW23","coral_field",12.06624,-68.86019,5,"T2","C7","52FRPY","23-Jun","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","52DBPP","Reef","Bay","Bay to Reef","Bay to Reef T2","C3",NA,"C3","N/A","","transplant"
"C8CW22",0.229651784,0,0,0,0.770348216,0,0,0,0,"C8CW22","coral_field",12.06624,-68.86019,5,"T1","C8","53FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","53DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","C3","A1","C3","A1","","transplant"
"C8CW23",0.075049375,0,0,0,0.924950625,0,0,0,0,"C8CW23","coral_field",12.06624,-68.86019,5,"T2","C8","53FRPY","23-Jun","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","53DBPP","Reef","Bay","Bay to Reef","Bay to Reef T2","C3","A1","C3","A1","","transplant"
"C9CW22",0,1,0,0,0,0,0,0,0,"C9CW22","coral_field",12.06624,-68.86019,5,"T1","C9","54FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","54DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","A4",NA,"A4","N/A","","transplant"
"C9CW23",0,1,0,0,0,0,0,0,0,"C9CW23","coral_field",12.06624,-68.86019,5,"T2","C9","54FRPY","23-Jun","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","54DBPP","Reef","Bay","Bay to Reef","Bay to Reef T2","A4",NA,"A4","N/A","","transplant"
"D10CW22",0,0,0,1,0,0,0,0,0,"D10CW22","coral_field",12.07093,-68.8585,1,"T1","D10","67FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","67DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","C1",NA,"C1","N/A","","transplant"
"D10CW23",0,0,0,1,0,0,0,0,0,"D10CW23","coral_field",12.07093,-68.8585,1,"T2","D10","70FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","70DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","C1",NA,"C1","N/A","","transplant"
"D11CW22",0,0,0,1,0,0,0,0,0,"D11CW22","coral_field",12.07093,-68.8585,1,"T1","D11","68FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","68DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","C1",NA,"C1","N/A","","transplant"
"D11CW23",0,0,0,0,1,0,0,0,0,"D11CW23","coral_field",12.06624,-68.86019,5,"T2","D11","61HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","61DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2","C3",NA,"C3","N/A","","native"
"D12CW22",0,0,0,0,0,0,0,0,1,"D12CW22","coral_field",12.07093,-68.8585,1,"T1","D12","69FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","69DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","D1",NA,"D1","N/A","","transplant"
"D12CW23",0,0,0,0,0.346219057,0,0,0,0.653780943,"D12CW23","coral_field",12.06624,-68.86019,5,"T2","D12","62HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","62DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2",NA,"C3","D1","C3","D1 60% majority","native"
"D1CW22",0,0,0,0,1,0,0,0,0,"D1CW22","coral_field",12.06624,-68.86019,5,"T1","D1","58FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","58DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","C3",NA,"C3","N/A","","transplant"
"D1CW23",0,0,0,1,0,0,0,0,0,"D1CW23","coral_field",12.07093,-68.8585,1,"T2","D1","61FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","61DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","C1",NA,"C1","N/A","","transplant"
"D2CW22",0,0.301701908,0,0,0.698298092,0,0,0,0,"D2CW22","coral_field",12.06624,-68.86019,5,"T1","D2","59FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","59DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1",NA,"A4","C3","A4","C3 60% majority","transplant"
"D2CW23",0,0,0,0.222488779,0,0,0,0,0.777511221,"D2CW23","coral_field",12.07093,-68.8585,1,"T2","D2","62FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","62DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","D1","C1","D1","C1","","transplant"
"D3CW22",0,0,0,0,1,0,0,0,0,"D3CW22","coral_field",12.06624,-68.86019,5,"T1","D3","60FRPX","22-Nov","Porites sp.","Bay Transplant","Bay","Reef","Transplant","Foreign","60DBPP","Reef","Bay","Bay to Reef","Bay to Reef T1","C3",NA,"C3","N/A","","transplant"
"D3CW23",0,0,0.057937895,0,0,0,0,0,0.942062105,"D3CW23","coral_field",12.07093,-68.8585,1,"T2","D3","63FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","63DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","D1","B19","D1","B19","","transplant"
"D4CW22",0,0,0,1,0,0,0,0,0,"D4CW22","coral_field",12.07093,-68.8585,1,"T1","D4","61FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","61DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","C1",NA,"C1","N/A","","transplant"
"D4CW23",0,0,0,1,0,0,0,0,0,"D4CW23","coral_field",12.07093,-68.8585,1,"T2","D4","64FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","64DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","C1",NA,"C1","N/A","","transplant"
"D5CW22",0,0,0,0.883859168,0,0,0,0,0.116140832,"D5CW22","coral_field",12.07093,-68.8585,1,"T1","D5","62FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","62DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","C1","D1","C1","D1","","transplant"
"D6CW22",0,0,0,0,0,0,0,0,1,"D6CW22","coral_field",12.07093,-68.8585,1,"T1","D6","63FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","63DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","D1",NA,"D1","N/A","","transplant"
"D6CW23",0,0,0,0.042937634,0,0,0,0,0.957062366,"D6CW23","coral_field",12.07093,-68.8585,1,"T2","D6","66FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","66DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","D1","C1","D1","C1","","transplant"
"D7CW22",0,0,0,0,0,0,0,0,1,"D7CW22","coral_field",12.07093,-68.8585,1,"T1","D7","64FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","64DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","D1",NA,"D1","N/A","","transplant"
"D7CW23",0,0,0,0,0,0,0,0,1,"D7CW23","coral_field",12.07093,-68.8585,1,"T2","D7","67FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","67DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","D1",NA,"D1","N/A","","transplant"
"D8CW22",0,0,0,0,0,0,0,0,1,"D8CW22","coral_field",12.07093,-68.8585,1,"T1","D8","65FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","65DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","D1",NA,"D1","N/A","","transplant"
"D8CW23",0,0,0,0,0,0,0,0,1,"D8CW23","coral_field",12.07093,-68.8585,1,"T2","D8","68FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","68DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2","D1",NA,"D1","N/A","","transplant"
"D9CW22",0,0,0,0.311230907,0,0,0,0,0.688769093,"D9CW22","coral_field",12.07093,-68.8585,1,"T1","D9","66FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","66DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1",NA,"C1","D1","C1","D1 60% majority","transplant"
"D9CW23",0,0,0,0.303291851,0,0,0,0,0.696708149,"D9CW23","coral_field",12.07093,-68.8585,1,"T2","D9","69FBSY","23-Jun","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","69DRSS","Bay","Reef","Reef to Bay","Reef to Bay T2",NA,"C1","D1","C1","D1 60% majority","transplant"
"E10CW22",0,0,0,0,0.415737299,0,0,0,0.584262701,"E10CW22","coral_field",12.06624,-68.86019,5,"T1","E10","69HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","69DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1",NA,"C3","D1","C3","D1 60% majority","native"
"E10CW23",0,1,0,0,0,0,0,0,0,"E10CW23","coral_field",12.07093,-68.8585,1,"T2","E10","72FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","72DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"E11CW22",0,0,0,0,0.351948052,0,0,0,0.648051948,"E11CW22","coral_field",12.06624,-68.86019,5,"T1","E11","70HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","70DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1",NA,"C3","D1","C3","D1 60% majority","native"
"E11CW23",0,1,0,0,0,0,0,0,0,"E11CW23","coral_field",12.07093,-68.8585,1,"T2","E11","73FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","73DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"E12CW22",0,1,0,0,0,0,0,0,0,"E12CW22","coral_field",12.07093,-68.8585,1,"T1","E12","71FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","71DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"E12CW23",0,1,0,0,0,0,0,0,0,"E12CW23","coral_field",12.07093,-68.8585,1,"T2","E12","74FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","74DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"E1CW22",0,0,0,0,0,0,0,0,1,"E1CW22","coral_field",12.07093,-68.8585,1,"T1","E1","70FBSX","22-Nov","Siderastrea siderea","Reef Transplant","Reef","Bay","Transplant","Foreign","70DRSS","Bay","Reef","Reef to Bay","Reef to Bay T1","D1",NA,"D1","N/A","","transplant"
"E1CW23",0,0.038143159,0,0,0,0,0,0,0.961856841,"E1CW23","coral_field",12.06624,-68.86019,5,"T2","E1","63HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","63DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2","D1","A4","D1","A4","","native"
"E2CW22",0,0,0,0,1,0,0,0,0,"E2CW22","coral_field",12.06624,-68.86019,5,"T1","E2","61HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","61DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1","C3",NA,"C3","N/A","","native"
"E2CW23",0,0,0,0,0.73011734,0,0,0,0.26988266,"E2CW23","coral_field",12.06624,-68.86019,5,"T2","E2","64HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","64DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2","C3","D1","C3","D1","","native"
"E3CW22",0,0,0,0,0.243824111,0,0,0,0.756175889,"E3CW22","coral_field",12.06624,-68.86019,5,"T1","E3","62HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","62DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1","D1","C3","D1","C3","","native"
"E3CW23",0,0,0,0,0,0,0,0,1,"E3CW23","coral_field",12.06624,-68.86019,5,"T2","E3","65HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","65DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2","D1",NA,"D1","N/A","","native"
"E4CW22",0,0,0,0,0,0,0,0,1,"E4CW22","coral_field",12.06624,-68.86019,5,"T1","E4","63HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","63DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1","D1",NA,"D1","N/A","","native"
"E4CW23",0,0,0,0,1,0,0,0,0,"E4CW23","coral_field",12.06624,-68.86019,5,"T2","E4","66HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","66DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2","C3",NA,"C3","N/A","","native"
"E5CW22",0,0,0,0,0.573684211,0,0,0,0.426315789,"E5CW22","coral_field",12.06624,-68.86019,5,"T1","E5","64HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","64DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1",NA,"C3","C3","D1","almost exactly equal D1 and C3, 50/50 so not really majority","native"
"E5CW23",0,0,0,0,1,0,0,0,0,"E5CW23","coral_field",12.06624,-68.86019,5,"T2","E5","67HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","67DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2","C3",NA,"C3","N/A","","native"
"E6CW22",0,0,0,0,0.182091046,0,0,0,0.817908954,"E6CW22","coral_field",12.06624,-68.86019,5,"T1","E6","65HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","65DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1","D1","C3","D1","C3","","native"
"E6CW23",0,0,0,0,0.957555612,0,0,0,0.042444388,"E6CW23","coral_field",12.06624,-68.86019,5,"T2","E6","68HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","68DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2","C3","D1","C3","D1","","native"
"E7CW22",0,0,0,0,1,0,0,0,0,"E7CW22","coral_field",12.06624,-68.86019,5,"T1","E7","66HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","66DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1","C3",NA,"C3","N/A","","native"
"E7CW23",0,0,0,0,0.475987362,0,0,0,0.524012638,"E7CW23","coral_field",12.06624,-68.86019,5,"T2","E7","69HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","69DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2",NA,"C3","D1","C3","almost exactly equal D1 and C3, 50/50 so not really majority","native"
"E8CW22",0,0,0,0,1,0,0,0,0,"E8CW22","coral_field",12.06624,-68.86019,5,"T1","E8","67HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","67DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1","C3",NA,"C3","N/A","","native"
"E8CW23",0,0,0,0,0.575779817,0,0,0,0.424220183,"E8CW23","coral_field",12.06624,-68.86019,5,"T2","E8","70HRSY","23-Jun","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","70DRSS","Reef","Reef","Reef to Reef","Reef to Reef T2",NA,"C3","C3","D1","almost exactly equal D1 and C3, 50/50 so not really majority","native"
"E9CW22",0,0,0,0,1,0,0,0,0,"E9CW22","coral_field",12.06624,-68.86019,5,"T1","E9","68HRSX","22-Nov","Siderastrea siderea","Reef Native","Reef","Reef","Native","Home","68DRSS","Reef","Reef","Reef to Reef","Reef to Reef T1","C3",NA,"C3","N/A","","native"
"E9CW23",0,1,0,0,0,0,0,0,0,"E9CW23","coral_field",12.07093,-68.8585,1,"T2","E9","71FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","71DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"F10CW22",0,0,0,0,0,0,0,1,0,"F10CW22","coral_field",12.06624,-68.86019,5,"T1","F10","71HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","71DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","C47a",NA,"C47a","N/A","","native"
"F10CW23",0,0,0,0,0,1,0,0,0,"F10CW23","coral_field",12.06624,-68.86019,5,"T2","F10","74HRPY","23-Jun","Porites sp.","Reef Native","Reef","Reef","Native","Home","74DRPP","Reef","Reef","Reef to Reef","Reef to Reef T2","C42.2",NA,"C42.2","N/A","","native"
"F11CW22",0,0,0,0,0,0,0,1,0,"F11CW22","coral_field",12.06624,-68.86019,5,"T1","F11","72HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","72DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","C47a",NA,"C47a","N/A","","native"
"F11CW23",0,0,0,0,0,0,0,1,0,"F11CW23","coral_field",12.06624,-68.86019,5,"T2","F11","75HRPY","23-Jun","Porites sp.","Reef Native","Reef","Reef","Native","Home","75DRPP","Reef","Reef","Reef to Reef","Reef to Reef T2","C47a",NA,"C47a","N/A","","native"
"F12CW22",0,0,0,0,0,0,1,0,0,"F12CW22","coral_field",12.06624,-68.86019,5,"T1","F12","73HRPX","22-Nov","Porites sp.","Reef Native","Reef","Reef","Native","Home","73DRPP","Reef","Reef","Reef to Reef","Reef to Reef T1","C45a",NA,"C45a","N/A","","native"
"F12CW23",0,1,0,0,0,0,0,0,0,"F12CW23","coral_field",12.06624,-68.86019,5,"T2","F12","76HRPY","23-Jun","Porites sp.","Reef Native","Reef","Reef","Native","Home","76DRPP","Reef","Reef","Reef to Reef","Reef to Reef T2","A4",NA,"A4","N/A","","native"
"F1CW22",0,1,0,0,0,0,0,0,0,"F1CW22","coral_field",12.07093,-68.8585,1,"T1","F1","72FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","72DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F1CW23",0,1,0,0,0,0,0,0,0,"F1CW23","coral_field",12.07093,-68.8585,1,"T2","F1","75FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","75DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"F2CW22",0,1,0,0,0,0,0,0,0,"F2CW22","coral_field",12.07093,-68.8585,1,"T1","F2","73FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","73DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F2CW23",0,1,0,0,0,0,0,0,0,"F2CW23","coral_field",12.07093,-68.8585,1,"T2","F2","76FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","76DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
"F3CW22",0,1,0,0,0,0,0,0,0,"F3CW22","coral_field",12.07093,-68.8585,1,"T1","F3","74FBPX","22-Nov","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","74DRPP","Bay","Reef","Reef to Bay","Reef to Bay T1","A4",NA,"A4","N/A","","transplant"
"F3CW23",0,1,0,0,0,0,0,0,0,"F3CW23","coral_field",12.07093,-68.8585,1,"T2","F3","77FBPY","23-Jun","Porites sp.","Reef Transplant","Reef","Bay","Transplant","Foreign","77DRPP","Bay","Reef","Reef to Bay","Reef to Bay T2","A4",NA,"A4","N/A","","transplant"
