sample_uid,sample_name,sample_type,collection_latitude,collection_longitude,collection_depth,Site,timepoint,id,Barcode,full_id,collection_date,coral_species,transplant_group,native_site,transplant_site,native_transplant,home_foreign,parent
198388,F2CW23,coral_field,12.07093,-68.8585,1,,T2,F2CW23,F2,76FBPY,23-Jun,Porites sp.,Reef Transplant,Reef,Bay,Transplant,Foreign,76DRPP
198389,F3CW23,coral_field,12.07093,-68.8585,1,,T2,F3CW23,F3,77FBPY,23-Jun,Porites sp.,Reef Transplant,Reef,Bay,Transplant,Foreign,77DRPP
198390,F4CW23,coral_field,12.07093,-68.8585,1,,T2,F4CW23,F4,78FBPY,23-Jun,Porites sp.,Reef Transplant,Reef,Bay,Transplant,Foreign,78DRPP
198391,F5CW23,coral_field,12.07093,-68.8585,1,,T2,F5CW23,F5,79FBPY,23-Jun,Porites sp.,Reef Transplant,Reef,Bay,Transplant,Foreign,79DRPP
198392,F6CW23,coral_field,12.07093,-68.8585,1,,T2,F6CW23,F6,80FBPY,23-Jun,Porites sp.,Reef Transplant,Reef,Bay,Transplant,Foreign,80DRPP
198346,B8CW23,coral_field,12.07093,-68.8585,1,,T2,B8CW23,B8,51HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,41DBSS
198347,B9CW23,coral_field,12.07093,-68.8585,1,,T2,B9CW23,B9,52HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,42DBSS
198348,B10CW23,coral_field,12.07093,-68.8585,1,,T2,B10CW23,B10,53HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,43DBSS
198349,B11CW23,coral_field,12.07093,-68.8585,1,,T2,B11CW23,B11,54HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,44DBSS
198350,B12CW23,coral_field,12.07093,-68.8585,1,,T2,B12CW23,B12,55HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,45DBSS
198351,C1CW23,coral_field,12.07093,-68.8585,1,,T2,C1CW23,C1,56HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,46DBSS
198352,C2CW23,coral_field,12.07093,-68.8585,1,,T2,C2CW23,C2,57HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,47DBSS
198353,C3CW23,coral_field,12.07093,-68.8585,1,,T2,C3CW23,C3,58HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,48DBSS
198354,C4CW23,coral_field,12.07093,-68.8585,1,,T2,C4CW23,C4,59HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,49DBSS
198355,C5CW23,coral_field,12.07093,-68.8585,1,,T2,C5CW23,C5,60HBSY,23-Jun,Siderastrea siderea,Bay Native,Bay,Bay,Native,Home,50DBSS
198373,D11CW23,coral_field,12.06624,-68.86019,5,,T2,D11CW23,D11,61HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,61DRSS
198374,D12CW23,coral_field,12.06624,-68.86019,5,,T2,D12CW23,D12,62HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,62DRSS
198375,E1CW23,coral_field,12.06624,-68.86019,5,,T2,E1CW23,E1,63HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,63DRSS
198376,E2CW23,coral_field,12.06624,-68.86019,5,,T2,E2CW23,E2,64HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,64DRSS
198377,E3CW23,coral_field,12.06624,-68.86019,5,,T2,E3CW23,E3,65HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,65DRSS
198378,E4CW23,coral_field,12.06624,-68.86019,5,,T2,E4CW23,E4,66HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,66DRSS
198379,E5CW23,coral_field,12.06624,-68.86019,5,,T2,E5CW23,E5,67HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,67DRSS
198380,E6CW23,coral_field,12.06624,-68.86019,5,,T2,E6CW23,E6,68HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,68DRSS
198381,E7CW23,coral_field,12.06624,-68.86019,5,,T2,E7CW23,E7,69HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,69DRSS
198382,E8CW23,coral_field,12.06624,-68.86019,5,,T2,E8CW23,E8,70HRSY,23-Jun,Siderastrea siderea,Reef Native,Reef,Reef,Native,Home,70DRSS
198336,A10CW23,coral_field,12.06624,-68.86019,5,,T2,A10CW23,A10,41FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,41DBSS
198337,A11CW23,coral_field,12.06624,-68.86019,5,,T2,A11CW23,A11,42FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,42DBSS
198338,A12CW23,coral_field,12.06624,-68.86019,5,,T2,A12CW23,A12,43FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,43DBSS
198339,B1CW23,coral_field,12.06624,-68.86019,5,,T2,B1CW23,B1,44FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,44DBSS
198340,B2CW23,coral_field,12.06624,-68.86019,5,,T2,B2CW23,B2,45FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,45DBSS
198341,B3CW23,coral_field,12.06624,-68.86019,5,,T2,B3CW23,B3,46FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,46DBSS
198342,B4CW23,coral_field,12.06624,-68.86019,5,,T2,B4CW23,B4,47FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,47DBSS
198343,B5CW23,coral_field,12.06624,-68.86019,5,,T2,B5CW23,B5,48FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,48DBSS
198344,B6CW23,coral_field,12.06624,-68.86019,5,,T2,B6CW23,B6,49FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,49DBSS
198345,B7CW23,coral_field,12.06624,-68.86019,5,,T2,B7CW23,B7,50FRSY,23-Jun,Siderastrea siderea,Bay Transplant,Bay,Reef,Transplant,Foreign,50DBSS
198363,D1CW23,coral_field,12.07093,-68.8585,1,,T2,D1CW23,D1,61FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,61DRSS
198364,D2CW23,coral_field,12.07093,-68.8585,1,,T2,D2CW23,D2,62FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,62DRSS
198365,D3CW23,coral_field,12.07093,-68.8585,1,,T2,D3CW23,D3,63FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,63DRSS
198366,D4CW23,coral_field,12.07093,-68.8585,1,,T2,D4CW23,D4,64FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,64DRSS
198367,H12CW23,coral_field,12.07093,-68.8585,1,,T2,H12CW23,H12,65FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,65DRSS
198368,D6CW23,coral_field,12.07093,-68.8585,1,,T2,D6CW23,D6,66FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,66DRSS
198369,D7CW23,coral_field,12.07093,-68.8585,1,,T2,D7CW23,D7,67FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,67DRSS
198370,D8CW23,coral_field,12.07093,-68.8585,1,,T2,D8CW23,D8,68FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,68DRSS
198371,D9CW23,coral_field,12.07093,-68.8585,1,,T2,D9CW23,D9,69FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,69DRSS
198372,D10CW23,coral_field,12.07093,-68.8585,1,,T2,D10CW23,D10,70FBSY,23-Jun,Siderastrea siderea,Reef Transplant,Reef,Bay,Transplant,Foreign,70DRSS
